text,gold,pred,confidence,prob_pos
"I mention these moments to highlight and illustrate the potential that young people have to change our society . In all these moments they were able to find a way in situations that were otherwise deemed hopeless . Where other people could not have thought that there was way , young people were able to create one .",0,1,0.997654139995575,0.997654139995575
"BANTAYAN ISLAND , Cebu -- When Supertyphoon "" Yolanda "" ( international name : Haiyan ) pummeled the Visayas in November 2013 , the eyes of the world and much of the international aid that poured into the country centered in Tacloban City -- one of the areas severely hit by the strongest storm that made landfall on record . But not so far away , in a small island at the northern end of Cebu , the suffering of thousands of families left devastated and homeless by the typhoon was just as valid , sans the media spotlight .",0,1,0.9964063763618469,0.9964063763618469
"She added : "" I am really happy with the awards , but I just want to help those in need . """,0,1,0.9970765113830566,0.9970765113830566
"Many of the children are from poor families , with parents convinced their children will have a better life at the orphanage , according to Lumos .",0,1,0.9944126009941101,0.9944126009941101
"Usually children of poor families remember their parents ' struggles and become generous to them as poverty early in life drove them to success . It is the children of the rich that feel a sense of entitlement that mostly becomes ungrateful to their parents . The same children that inflated their school fees and shared it equally with the bursar , regardless of their fathers ' sweat on the farm .",0,1,0.9981933236122131,0.9981933236122131
"Miskia Ahmed , a 21-year-old female Somalia refugee who has lived in Kenya since her childhood has a burning desire to change a narrative punctuated by despair and hopelessness .",0,1,0.9974191188812256,0.9974191188812256
"Be persistent that the person should not be alone . When a person feels hopeless , they think that nobody can help them and so , it is essential that he or she should never be left isolated . Somebody should watch over suicidal people and anything that can be used to harm themselves should be removed . Most importantly , finding out other services or professional help where to refer the suicidal person can greatly help .",0,1,0.854884684085846,0.854884684085846
"AIRTEL Sales Officer for Lake Zone , Emmanuel Raphael and the Manager Joel Laizer hand over a donation of food items to Sarnaa Islamic Orphanage Centre children for Iftar in Mwanza recently . Airtel has set 10m/- to support children who are living in vulnerable environment in various centres countrwide . ( Photos by Staff Photographer )",0,1,0.986151397228241,0.986151397228241
"In his condolence message , he said , "" All our sympathies are with the poor families as we are standing in cohesion with the Egyptian government and the people in this hour of grief . """,0,1,0.9367494583129883,0.9367494583129883
"That one person who always needs help - it 's nice to be there for people and having someone there for you when you need them . However , there are a few people who are constantly in need of help and have reached a stage where they ca n't get even the simplest of things done independently . We 're not sure what to call them though , since they always manage to get their work done while you sit there wondering how , even after a day of hard work your checklist remains untouched . We wonder ! Tell them to get an assistant , if they ca n't afford that , there are always interns.",0,1,0.986828088760376,0.986828088760376
"The most endearing aspect of Nizami Sahib 's personality was the disarming manner in which he helped people who , he knew , were desperately in need of work . He would scratch his shiny , bald head and ask them if they could be so kind as to oblige him by preparing broadcastable material on social hygiene , new developments in mathematics , Hegelian philosophy , or whatever .",0,1,0.9959927201271057,0.9959927201271057
"The City Without Drugs organisation is still active , as is their YouTube channel . It features hundreds of videos of drug addicts being dragged half-conscious through the street , their faces not blurred , or confessing their alleged worthlessness , their hopelessness , their shame .",0,1,0.9768908023834229,0.9768908023834229
"I have been looking to see if Ojinga 's son and daughters , Kalonzo 's children would be among these jobless and hopeless looking demonstrators.As usual , they are nowhere to be seen.At the end of the day , having demonstrated all day on empty stomach , their children and wives are asking the goons for money to buy unga for dinner answer hakuna ! ? Meanwhile , Ojinga and his NASWA team and of course families retire to their posh homes in Karen and after dinner , they have enough to throw away or feed the dogs while the demonstrators sleep hungry.This is replicated every time there is a demonstration in our city and towns across the country . Due to lack of the basic necessities , the demonstrator resorts to looting and stealing.The rest is history .",0,1,0.9963712692260742,0.9963712692260742
""" Is it the bad gas , the ZIKV , is it the joblessness , the hopelessness , the poverty ? What has changed to make the fortunes of this incompetent , wicked , uncaring , insensitive government be showing up or showing signs ? """,0,1,0.998091995716095,0.998091995716095
"The past year has not been easy -- neither for the refugees , nor for those assisting them . A process complicated by the knowledge that there is no end in sight to the suffering of the most persecuted community in the world , with diplomatic deals regarding repatriation , having failed time and time again in the past .",0,1,0.8407171964645386,0.8407171964645386
A disabled young artist from Delhi has asked United Nations for digital revolution of inclusion,0,1,0.8663023114204407,0.8663023114204407
"Columns Poor , pregnant and homeless",0,1,0.9898892045021057,0.9898892045021057
"Meanwhile , Dr. Thomas told JIS News that the seminar was staged for all well- thinking Jamaicans with a passion for helping this vulnerable group .",0,1,0.9725192785263062,0.9725192785263062
""" He was not a bum or a homeless guy , "" added Sisson .",0,1,0.995345413684845,0.995345413684845
"Since its inception in 1994 , the NCVT has had vast experience in assisting women from impoverished areas such as Diepsloot , Zandspruit , and Cosmo City . These women often face seemingly hopeless situations , including physical and emotional abuse . With Women 's Month approaching , NCVT reflects on these challenges and the supportive role that social workers play . Poverty and domestic violence",0,1,0.9711290597915649,0.9711290597915649
"The University of Technology , Jamaica through its USAID-funded Fi Wi Jamaica Project on international Human Rights Day , Thursday , December 10 , 2015 honoured ten ( 10 ) ? unsung heroes ? and one ( 1 ) institution for their transformative and enduring humanitarian work in influencing the way that Jamaican society values the most vulnerable . The awards were presented at the 2nd Annual Essence of Humanity Ubuntu Awards ceremony held at the PCJ auditorium , New Kingston .",0,1,0.9977872371673584,0.9977872371673584
"Adopt a Mission serves as a platform for the church and for likeminded people to reach out to unemployed families in the communities -- whoever is in need . "" The forgotten people of Brooklyn",0,1,0.9980238676071167,0.9980238676071167
"Artist Proshanta Karmakar Buddha has created his own style of art that is both modern and unique . He longs for a world devoid of chaos , brutality and hopelessness . He anticipates a peaceful utopia where human empathy and cooperation transcend national boundaries . It may be a ' fool 's dream ' but a world without hope is not a world worth living in . The spirit of that hope echoes through his works . Till date , Buddha has put up 29 solo exhibitions and participated in at least 96 national and international group exhibitions .",0,1,0.9948000907897949,0.9948000907897949
""" We have identified extremely poor families , orphaned children , the elderly and those living with HIV/AIDS but with no source of income . We will give them priority to enable them get treated whenever they fall sick , "" he said .",0,1,0.6616564989089966,0.6616564989089966
"My own sense of revulsion grew last night after my wife returned from a Delhi home for the blind where children live in squalid , cramped conditions , Braille books were missing , and unpaid teachers were absent . "" House mothers "" paid for by foreign donors were missing and these vulnerable children were left alone at night protected only by a low-paid security guard .",0,1,0.9979731440544128,0.9979731440544128
"Five years down the lane , the schools whose learners are mostly from the poor families had to survive on their own and as times goes by , Tanzania has recently witnessed massive involvement of private sectors supporting local government authorities to improve situation on ward secondary schools .",0,1,0.7801185846328735,0.7801185846328735
"In other words , Waitiki 's now settled squatters are being invited to gamble with their newfound status and face the prospect of homelessness all over again .",0,1,0.9889705181121826,0.9889705181121826
"She also praised the efforts to stabilise the lives of refugees , by providing for their basic needs and helping them overcome their challenges , while stressing that supporting refugees is an ongoing part of the UAE 's humanitarian directives , and the country has taken the responsibility to evaluate their needs and provide them with a variety of urgent and essential aid .",0,1,0.9248914122581482,0.9248914122581482
Delhi : Going on stage at school and acting out scenes from your home life can uncover hidden truths . The stage at Prerna School for Girls in Lucknow is the place where the performers - girls from poor families in the surrounding slums - suddenly realise they are unequal .,0,1,0.9953994154930115,0.9953994154930115
""" Not homeless -- but STARVING for success . Will run routes 4 food , "" read the hand-drawn message on the cardboard sign Anderson carried last month and in the social media photo he posted .",0,1,0.9938190579414368,0.9938190579414368
""" This definitive outcome is a testament to the foresight of those who launched the programme , believing that elimination was possible in one of the world 's most endemic countries . In human terms , these children will never have to worry about being disabled by lymphatic filariasis . """,0,1,0.9977481961250305,0.9977481961250305
""" For more than 100 years , St. Bernard Hospital has delivered care with dignity to anyone in need . Today 's news reports stating a patient was "" kicked out "" are simply and completely untrue .",0,1,0.7412059903144836,0.7412059903144836
"Provincial Minister Schools Education Rana Mashhood Ahmad Khan has said that the Punjab government under the leadership of Chief Minister Shehbaz Sharif is making investment in the youth for the bright future and the distribution of laptops is the part of this strategy . He said the PML-N government in Punjab in 1998 had eliminated "" booti mafia "" and freed the education system from the influence of the aristocracy and from 2008 revolutionary measures are being taken to improve the education system due to which students even from poor families are getting education in top institutions in Pakistan and abroad . He expressed these views while addressing the laptop distribution ceremony held at the Government Viqar-un-Nisa College . In the fourth phase of the laptop distribution 2730 laptops will be distributed among talented students of Rawalpindi district . MNA Malik Abrar , MPA and Parliamentary Secretary Ch Sarfarz Afzal , MPA Sobia Satti , acting Commissioner Rawalpindi Talat Mehmood Gondal , additional secretary HEC Ajmal Bhatti , students and teachers were present in large number .",0,1,0.9629528522491455,0.9629528522491455
